tensor,expert,source,target,saved_mb,snr_db,freq,class,quality_risk,crush_score
blk.34.ffn_up_exps.weight,86,IQ3_S,Q2_K,0.106,77.34,88,HOT,0.03693,2.870365
blk.37.ffn_up_exps.weight,144,IQ3_S,Q2_K,0.106,77.34,88,HOT,0.03693,2.870365
blk.39.ffn_gate_exps.weight,160,IQ3_S,Q2_K,0.106,77.34,88,HOT,0.03693,2.870365
blk.35.ffn_up_exps.weight,153,IQ3_S,Q2_K,0.106,77.24,87,HOT,0.03693,2.87036
blk.35.ffn_down_exps.weight,142,Q3_K,Q2_K,0.106,75.51,71,HOT,0.03694,2.870164
blk.28.ffn_down_exps.weight,132,Q3_K,Q2_K,0.106,75.74,73,HOT,0.03694,2.870132
blk.19.ffn_down_exps.weight,49,Q3_K,Q2_K,0.106,75.39,70,HOT,0.03694,2.86979
blk.12.ffn_down_exps.weight,147,Q3_K,Q2_K,0.106,75.85,74,HOT,0.03694,2.869713
blk.20.ffn_down_exps.weight,208,Q3_K,Q2_K,0.106,75.85,74,HOT,0.03694,2.869713
blk.21.ffn_down_exps.weight,251,Q3_K,Q2_K,0.106,75.96,75,HOT,0.03695,2.869417
blk.21.ffn_down_exps.weight,49,Q3_K,Q2_K,0.106,76.07,76,HOT,0.03695,2.869243
blk.10.ffn_gate_exps.weight,208,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.18.ffn_gate_exps.weight,9,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.18.ffn_up_exps.weight,9,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.26.ffn_gate_exps.weight,36,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.37.ffn_gate_exps.weight,144,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.39.ffn_up_exps.weight,160,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.39.ffn_up_exps.weight,170,IQ3_S,Q2_K,0.106,77.33,88,HOT,0.03695,2.869099
blk.30.ffn_down_exps.weight,14,Q3_K,Q2_K,0.106,75.5,71,HOT,0.03695,2.868993
blk.23.ffn_down_exps.weight,112,Q3_K,Q2_K,0.106,75.84,74,HOT,0.03696,2.868525
blk.29.ffn_down_exps.weight,254,Q3_K,Q2_K,0.106,75.84,74,HOT,0.03696,2.868525
blk.2.ffn_down_exps.weight,128,Q3_K,Q2_K,0.106,75.95,75,HOT,0.03696,2.868223
blk.6.ffn_down_exps.weight,252,Q3_K,Q2_K,0.106,75.95,75,HOT,0.03696,2.868223
blk.38.ffn_down_exps.weight,154,Q3_K,Q2_K,0.106,76.06,76,HOT,0.03696,2.868044
blk.16.ffn_up_exps.weight,87,IQ3_S,Q2_K,0.106,77.32,88,HOT,0.03697,2.867834
blk.29.ffn_gate_exps.weight,211,IQ3_S,Q2_K,0.106,77.32,88,HOT,0.03697,2.867834
blk.29.ffn_up_exps.weight,211,IQ3_S,Q2_K,0.106,77.32,88,HOT,0.03697,2.867834
blk.38.ffn_up_exps.weight,47,IQ3_S,Q2_K,0.106,77.32,88,HOT,0.03697,2.867834
blk.28.ffn_down_exps.weight,19,Q3_K,Q2_K,0.106,75.49,71,HOT,0.03697,2.867822
blk.33.ffn_up_exps.weight,118,IQ3_S,Q2_K,0.106,76.91,84,HOT,0.03697,2.867281
blk.26.ffn_down_exps.weight,173,Q3_K,Q2_K,0.106,76.05,76,HOT,0.03698,2.866847
blk.35.ffn_gate_exps.weight,153,IQ3_S,Q2_K,0.106,77.21,87,HOT,0.03698,2.866581
blk.11.ffn_gate_exps.weight,109,IQ3_S,Q2_K,0.106,77.31,88,HOT,0.03698,2.86657
blk.34.ffn_up_exps.weight,181,IQ3_S,Q2_K,0.106,77.31,88,HOT,0.03698,2.86657
blk.38.ffn_gate_exps.weight,47,IQ3_S,Q2_K,0.106,77.31,88,HOT,0.03698,2.86657
blk.4.ffn_down_exps.weight,35,Q3_K,Q2_K,0.106,75.59,72,HOT,0.03699,2.865969
blk.15.ffn_down_exps.weight,248,Q3_K,Q2_K,0.106,75.93,75,HOT,0.03699,2.86584
blk.16.ffn_gate_exps.weight,87,IQ3_S,Q2_K,0.106,77.3,88,HOT,0.037,2.865307
blk.24.ffn_gate_exps.weight,36,IQ3_S,Q2_K,0.106,77.3,88,HOT,0.037,2.865307
blk.25.ffn_down_exps.weight,12,Q3_K,Q2_K,0.106,75.81,74,HOT,0.037,2.864968
blk.3.ffn_down_exps.weight,118,Q3_K,Q2_K,0.106,75.92,75,HOT,0.03701,2.86465
blk.29.ffn_down_exps.weight,150,Q3_K,Q2_K,0.106,75.69,73,HOT,0.03701,2.864228
blk.25.ffn_up_exps.weight,155,IQ3_S,Q2_K,0.106,77.19,87,HOT,0.03702,2.864068
blk.8.ffn_down_exps.weight,41,Q3_K,Q2_K,0.106,75.91,75,HOT,0.03702,2.863461
blk.30.ffn_gate_exps.weight,129,IQ3_S,Q2_K,0.106,77.08,86,HOT,0.03703,2.862951
blk.5.ffn_down_exps.weight,225,Q3_K,Q2_K,0.106,75.33,70,HOT,0.03703,2.86281
blk.31.ffn_up_exps.weight,134,IQ3_S,Q2_K,0.106,77.28,88,HOT,0.03703,2.862785
blk.24.ffn_down_exps.weight,38,Q3_K,Q2_K,0.106,75.21,69,HOT,0.03703,2.862603
blk.0.ffn_down_exps.weight,62,Q3_K,Q2_K,0.106,77.67,92,HOT,0.03704,2.862499
blk.30.ffn_down_exps.weight,35,Q3_K,Q2_K,0.106,75.9,75,HOT,0.03704,2.862273
blk.3.ffn_down_exps.weight,179,Q3_K,Q2_K,0.106,76.12,77,HOT,0.03704,2.861982
blk.13.ffn_up_exps.weight,220,IQ3_S,Q2_K,0.106,77.37,89,HOT,0.03705,2.861603
blk.24.ffn_up_exps.weight,2,IQ3_S,Q2_K,0.106,77.37,89,HOT,0.03705,2.861603
blk.24.ffn_up_exps.weight,122,IQ3_S,Q2_K,0.106,77.37,89,HOT,0.03705,2.861603
blk.22.ffn_up_exps.weight,19,IQ3_S,Q2_K,0.106,77.27,88,HOT,0.03705,2.861526
blk.38.ffn_down_exps.weight,56,Q3_K,Q2_K,0.106,76.44,80,HOT,0.03705,2.861243
blk.6.ffn_down_exps.weight,246,Q3_K,Q2_K,0.106,75.89,75,HOT,0.03705,2.861086
blk.1.ffn_down_exps.weight,65,Q3_K,Q2_K,0.106,75.43,71,HOT,0.03706,2.860819
blk.11.ffn_up_exps.weight,253,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.13.ffn_gate_exps.weight,220,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.24.ffn_gate_exps.weight,2,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.26.ffn_up_exps.weight,26,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.28.ffn_gate_exps.weight,75,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.28.ffn_up_exps.weight,75,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.30.ffn_up_exps.weight,236,IQ3_S,Q2_K,0.106,77.36,89,HOT,0.03706,2.860339
blk.15.ffn_down_exps.weight,249,Q3_K,Q2_K,0.106,75.88,75,HOT,0.03707,2.859899
blk.33.ffn_down_exps.weight,219,Q3_K,Q2_K,0.106,76.1,77,HOT,0.03707,2.859587
blk.7.ffn_gate_exps.weight,101,IQ3_S,Q2_K,0.106,77.35,89,HOT,0.03708,2.859076
blk.7.ffn_up_exps.weight,101,IQ3_S,Q2_K,0.106,77.35,89,HOT,0.03708,2.859076
blk.24.ffn_gate_exps.weight,122,IQ3_S,Q2_K,0.106,77.35,89,HOT,0.03708,2.859076
blk.26.ffn_gate_exps.weight,26,IQ3_S,Q2_K,0.106,77.35,89,HOT,0.03708,2.859076
blk.14.ffn_down_exps.weight,81,Q3_K,Q2_K,0.106,75.76,74,HOT,0.03708,2.859058
blk.24.ffn_down_exps.weight,24,Q3_K,Q2_K,0.106,75.76,74,HOT,0.03708,2.859058
blk.34.ffn_gate_exps.weight,181,IQ3_S,Q2_K,0.106,77.25,88,HOT,0.03708,2.85901
blk.14.ffn_down_exps.weight,102,Q3_K,Q2_K,0.106,75.87,75,HOT,0.03708,2.858714
blk.2.ffn_down_exps.weight,173,Q3_K,Q2_K,0.106,75.98,76,HOT,0.03709,2.858492
blk.4.ffn_down_exps.weight,197,Q3_K,Q2_K,0.106,75.98,76,HOT,0.03709,2.858492
blk.5.ffn_down_exps.weight,130,Q3_K,Q2_K,0.106,75.98,76,HOT,0.03709,2.858492
blk.6.ffn_down_exps.weight,61,Q3_K,Q2_K,0.106,75.98,76,HOT,0.03709,2.858492
blk.37.ffn_down_exps.weight,34,Q3_K,Q2_K,0.106,75.75,74,HOT,0.0371,2.857879
blk.8.ffn_up_exps.weight,223,IQ3_S,Q2_K,0.106,77.34,89,HOT,0.0371,2.857815
blk.11.ffn_gate_exps.weight,253,IQ3_S,Q2_K,0.106,77.34,89,HOT,0.0371,2.857815
blk.21.ffn_up_exps.weight,10,IQ3_S,Q2_K,0.106,77.34,89,HOT,0.0371,2.857815
blk.30.ffn_gate_exps.weight,236,IQ3_S,Q2_K,0.106,77.34,89,HOT,0.0371,2.857815
blk.19.ffn_up_exps.weight,166,IQ3_S,Q2_K,0.106,77.24,88,HOT,0.0371,2.857754
blk.37.ffn_up_exps.weight,239,IQ3_S,Q2_K,0.106,77.24,88,HOT,0.0371,2.857754
blk.5.ffn_down_exps.weight,36,Q3_K,Q2_K,0.106,76.08,77,HOT,0.0371,2.857196
blk.10.ffn_down_exps.weight,14,Q3_K,Q2_K,0.106,75.63,73,HOT,0.0371,2.857177
blk.4.ffn_down_exps.weight,219,Q3_K,Q2_K,0.106,75.74,74,HOT,0.03711,2.856701
blk.20.ffn_down_exps.weight,7,Q3_K,Q2_K,0.106,75.74,74,HOT,0.03711,2.856701
blk.8.ffn_gate_exps.weight,223,IQ3_S,Q2_K,0.106,77.33,89,HOT,0.03711,2.856554
blk.35.ffn_up_exps.weight,25,IQ3_S,Q2_K,0.106,77.13,87,HOT,0.03711,2.856554
blk.30.ffn_up_exps.weight,151,IQ3_S,Q2_K,0.106,77.23,88,HOT,0.03711,2.856499
blk.36.ffn_up_exps.weight,246,IQ3_S,Q2_K,0.106,77.23,88,HOT,0.03711,2.856499
blk.34.ffn_down_exps.weight,144,Q3_K,Q2_K,0.106,76.29,79,HOT,0.03712,2.856142
blk.21.ffn_gate_exps.weight,10,IQ3_S,Q2_K,0.106,77.32,89,HOT,0.03713,2.855294
blk.31.ffn_gate_exps.weight,134,IQ3_S,Q2_K,0.106,77.22,88,HOT,0.03713,2.855245
blk.18.ffn_down_exps.weight,11,Q3_K,Q2_K,0.106,75.84,75,HOT,0.03713,2.855164
blk.28.ffn_down_exps.weight,178,Q3_K,Q2_K,0.106,75.84,75,HOT,0.03713,2.855164
blk.5.ffn_down_exps.weight,201,Q3_K,Q2_K,0.106,75.72,74,HOT,0.03714,2.854348
blk.26.ffn_gate_exps.weight,96,IQ3_S,Q2_K,0.106,77.31,89,HOT,0.03715,2.854036
blk.26.ffn_up_exps.weight,96,IQ3_S,Q2_K,0.106,77.31,89,HOT,0.03715,2.854036
blk.30.ffn_gate_exps.weight,151,IQ3_S,Q2_K,0.106,77.21,88,HOT,0.03715,2.853992
blk.26.ffn_down_exps.weight,110,Q3_K,Q2_K,0.106,75.83,75,HOT,0.03715,2.853983
blk.35.ffn_down_exps.weight,176,Q3_K,Q2_K,0.106,75.6,73,HOT,0.03715,2.853664
blk.21.ffn_down_exps.weight,102,Q3_K,Q2_K,0.106,75.71,74,HOT,0.03716,2.853173
blk.35.ffn_down_exps.weight,202,Q3_K,Q2_K,0.106,75.82,75,HOT,0.03716,2.852803
blk.22.ffn_up_exps.weight,73,IQ3_S,Q2_K,0.106,77.3,89,HOT,0.03716,2.852779
blk.38.ffn_up_exps.weight,118,IQ3_S,Q2_K,0.106,77.3,89,HOT,0.03716,2.852779
blk.33.ffn_gate_exps.weight,56,IQ3_S,Q2_K,0.106,76.79,84,HOT,0.03717,2.852456
blk.5.ffn_down_exps.weight,78,Q3_K,Q2_K,0.106,75.7,74,HOT,0.03717,2.851999
blk.21.ffn_down_exps.weight,179,Q3_K,Q2_K,0.106,75.7,74,HOT,0.03717,2.851999
blk.20.ffn_gate_exps.weight,119,IQ3_S,Q2_K,0.106,77.39,90,HOT,0.03718,2.851665
blk.19.ffn_down_exps.weight,221,Q3_K,Q2_K,0.106,75.81,75,HOT,0.03718,2.851624
blk.24.ffn_up_exps.weight,43,IQ3_S,Q2_K,0.106,77.29,89,HOT,0.03718,2.851523
blk.22.ffn_gate_exps.weight,19,IQ3_S,Q2_K,0.106,77.19,88,HOT,0.03718,2.85149
blk.20.ffn_down_exps.weight,6,Q3_K,Q2_K,0.106,75.92,76,HOT,0.03718,2.851369
blk.21.ffn_down_exps.weight,100,Q3_K,Q2_K,0.106,75.92,76,HOT,0.03718,2.851369
blk.22.ffn_down_exps.weight,63,Q3_K,Q2_K,0.106,75.92,76,HOT,0.03718,2.851369
blk.33.ffn_down_exps.weight,17,Q3_K,Q2_K,0.106,75.69,74,HOT,0.03719,2.850825
blk.20.ffn_up_exps.weight,119,IQ3_S,Q2_K,0.106,77.38,90,HOT,0.03719,2.850405
blk.38.ffn_up_exps.weight,106,IQ3_S,Q2_K,0.106,77.28,89,HOT,0.03719,2.850267
blk.36.ffn_gate_exps.weight,246,IQ3_S,Q2_K,0.106,77.18,88,HOT,0.03719,2.85024
blk.20.ffn_down_exps.weight,145,Q3_K,Q2_K,0.106,76.02,77,HOT,0.0372,2.850047
blk.32.ffn_up_exps.weight,109,IQ3_S,Q2_K,0.106,76.66,83,HOT,0.03721,2.849306
blk.32.ffn_down_exps.weight,103,Q3_K,Q2_K,0.106,75.79,75,HOT,0.03721,2.849268
blk.14.ffn_up_exps.weight,145,IQ3_S,Q2_K,0.106,77.37,90,HOT,0.03721,2.849145
blk.38.ffn_gate_exps.weight,118,IQ3_S,Q2_K,0.106,77.27,89,HOT,0.03721,2.849014
blk.2.ffn_down_exps.weight,251,Q3_K,Q2_K,0.106,75.9,76,HOT,0.03721,2.849003
blk.31.ffn_down_exps.weight,229,Q3_K,Q2_K,0.106,75.44,72,HOT,0.03722,2.848465
blk.9.ffn_up_exps.weight,187,IQ3_S,Q2_K,0.106,77.36,90,HOT,0.03723,2.847887
blk.14.ffn_gate_exps.weight,145,IQ3_S,Q2_K,0.106,77.36,90,HOT,0.03723,2.847887
blk.37.ffn_up_exps.weight,134,IQ3_S,Q2_K,0.106,77.36,90,HOT,0.03723,2.847887
blk.25.ffn_gate_exps.weight,155,IQ3_S,Q2_K,0.106,77.06,87,HOT,0.03723,2.847837
blk.25.ffn_down_exps.weight,89,Q3_K,Q2_K,0.106,75.89,76,HOT,0.03723,2.847821
blk.23.ffn_up_exps.weight,209,IQ3_S,Q2_K,0.106,77.26,89,HOT,0.03723,2.847761
blk.33.ffn_down_exps.weight,204,Q3_K,Q2_K,0.106,76.0,77,HOT,0.03723,2.847672
blk.27.ffn_down_exps.weight,85,Q3_K,Q2_K,0.106,75.88,76,HOT,0.03724,2.846641
blk.9.ffn_gate_exps.weight,187,IQ3_S,Q2_K,0.106,77.35,90,HOT,0.03724,2.846629
blk.10.ffn_gate_exps.weight,219,IQ3_S,Q2_K,0.106,77.35,90,HOT,0.03724,2.846629
blk.10.ffn_up_exps.weight,219,IQ3_S,Q2_K,0.106,77.35,90,HOT,0.03724,2.846629
blk.14.ffn_up_exps.weight,1,IQ3_S,Q2_K,0.106,77.35,90,HOT,0.03724,2.846629
blk.35.ffn_up_exps.weight,186,IQ3_S,Q2_K,0.106,77.35,90,HOT,0.03724,2.846629
blk.37.ffn_gate_exps.weight,134,IQ3_S,Q2_K,0.106,77.35,90,HOT,0.03724,2.846629
blk.35.ffn_up_exps.weight,5,IQ3_S,Q2_K,0.106,77.25,89,HOT,0.03724,2.846509
blk.11.ffn_down_exps.weight,179,Q3_K,Q2_K,0.106,76.1,78,HOT,0.03724,2.846451
blk.37.ffn_down_exps.weight,166,Q3_K,Q2_K,0.106,75.76,75,HOT,0.03725,2.845742
blk.6.ffn_down_exps.weight,123,Q3_K,Q2_K,0.106,75.87,76,HOT,0.03726,2.845461
blk.11.ffn_down_exps.weight,173,Q3_K,Q2_K,0.106,75.87,76,HOT,0.03726,2.845461
blk.14.ffn_gate_exps.weight,1,IQ3_S,Q2_K,0.106,77.34,90,HOT,0.03726,2.845373
blk.17.ffn_up_exps.weight,29,IQ3_S,Q2_K,0.106,77.34,90,HOT,0.03726,2.845373
blk.35.ffn_gate_exps.weight,186,IQ3_S,Q2_K,0.106,77.34,90,HOT,0.03726,2.845373
blk.21.ffn_down_exps.weight,162,Q3_K,Q2_K,0.106,76.09,78,HOT,0.03726,2.845261
blk.33.ffn_down_exps.weight,15,Q3_K,Q2_K,0.106,75.75,75,HOT,0.03727,2.844568
blk.27.ffn_down_exps.weight,112,Q3_K,Q2_K,0.106,75.86,76,HOT,0.03727,2.844282
blk.36.ffn_down_exps.weight,141,Q3_K,Q2_K,0.106,75.86,76,HOT,0.03727,2.844282
blk.15.ffn_gate_exps.weight,193,IQ3_S,Q2_K,0.106,77.33,90,HOT,0.03727,2.844118
blk.15.ffn_up_exps.weight,193,IQ3_S,Q2_K,0.106,77.33,90,HOT,0.03727,2.844118
blk.17.ffn_gate_exps.weight,29,IQ3_S,Q2_K,0.106,77.33,90,HOT,0.03727,2.844118
blk.11.ffn_down_exps.weight,162,Q3_K,Q2_K,0.106,75.97,77,HOT,0.03727,2.844117
blk.19.ffn_gate_exps.weight,166,IQ3_S,Q2_K,0.106,77.13,88,HOT,0.03728,2.844009
blk.22.ffn_gate_exps.weight,73,IQ3_S,Q2_K,0.106,77.23,89,HOT,0.03728,2.844009
blk.23.ffn_gate_exps.weight,209,IQ3_S,Q2_K,0.106,77.23,89,HOT,0.03728,2.844009
blk.24.ffn_up_exps.weight,166,IQ3_S,Q2_K,0.106,77.23,89,HOT,0.03728,2.844009
blk.37.ffn_gate_exps.weight,239,IQ3_S,Q2_K,0.106,77.13,88,HOT,0.03728,2.844009
blk.32.ffn_up_exps.weight,200,IQ3_S,Q2_K,0.106,76.72,84,HOT,0.03728,2.843879
blk.1.ffn_down_exps.weight,205,Q3_K,Q2_K,0.106,75.63,74,HOT,0.03728,2.843807
blk.2.ffn_down_exps.weight,223,Q3_K,Q2_K,0.106,75.74,75,HOT,0.03728,2.843395
blk.37.ffn_down_exps.weight,3,Q3_K,Q2_K,0.106,75.16,70,HOT,0.03729,2.843218
blk.23.ffn_up_exps.weight,194,IQ3_S,Q2_K,0.106,77.32,90,HOT,0.03729,2.842864
blk.24.ffn_gate_exps.weight,43,IQ3_S,Q2_K,0.106,77.22,89,HOT,0.03729,2.84276
blk.38.ffn_gate_exps.weight,106,IQ3_S,Q2_K,0.106,77.22,89,HOT,0.03729,2.84276
blk.38.ffn_down_exps.weight,80,Q3_K,Q2_K,0.106,76.5,82,HOT,0.03729,2.842671
blk.33.ffn_gate_exps.weight,118,IQ3_S,Q2_K,0.106,76.71,84,HOT,0.03729,2.842658
blk.13.ffn_down_exps.weight,58,Q3_K,Q2_K,0.106,76.06,78,HOT,0.03731,2.841695
blk.28.ffn_down_exps.weight,43,Q3_K,Q2_K,0.106,75.61,74,HOT,0.03731,2.841475
blk.1.ffn_down_exps.weight,134,Q3_K,Q2_K,0.106,75.83,76,HOT,0.03732,2.840752
blk.33.ffn_gate_exps.weight,73,IQ3_S,Q2_K,0.106,76.9,86,HOT,0.03732,2.840642
blk.3.ffn_down_exps.weight,14,Q3_K,Q2_K,0.106,75.94,77,HOT,0.03732,2.840571
blk.19.ffn_down_exps.weight,82,Q3_K,Q2_K,0.106,75.94,77,HOT,0.03732,2.840571
blk.23.ffn_gate_exps.weight,194,IQ3_S,Q2_K,0.106,77.3,90,HOT,0.03732,2.840359
blk.35.ffn_gate_exps.weight,5,IQ3_S,Q2_K,0.106,77.2,89,HOT,0.03733,2.840267
blk.24.ffn_down_exps.weight,55,Q3_K,Q2_K,0.106,75.93,77,HOT,0.03734,2.83939
blk.25.ffn_down_exps.weight,140,Q3_K,Q2_K,0.106,75.93,77,HOT,0.03734,2.83939
blk.39.ffn_gate_exps.weight,45,IQ3_S,Q2_K,0.106,77.39,91,HOT,0.03734,2.839304
blk.9.ffn_down_exps.weight,252,Q3_K,Q2_K,0.106,75.59,74,HOT,0.03734,2.839147
blk.20.ffn_down_exps.weight,225,Q3_K,Q2_K,0.106,75.7,75,HOT,0.03735,2.838715
blk.9.ffn_down_exps.weight,30,Q3_K,Q2_K,0.106,75.81,76,HOT,0.03735,2.838403
blk.24.ffn_down_exps.weight,190,Q3_K,Q2_K,0.106,75.92,77,HOT,0.03735,2.838211
blk.39.ffn_up_exps.weight,45,IQ3_S,Q2_K,0.106,77.38,91,HOT,0.03735,2.838049
blk.24.ffn_gate_exps.weight,166,IQ3_S,Q2_K,0.106,77.18,89,HOT,0.03736,2.837777
blk.30.ffn_down_exps.weight,155,Q3_K,Q2_K,0.106,75.23,71,HOT,0.03736,2.83772
blk.26.ffn_down_exps.weight,172,Q3_K,Q2_K,0.106,75.69,75,HOT,0.03736,2.837547
blk.28.ffn_down_exps.weight,245,Q3_K,Q2_K,0.106,75.8,76,HOT,0.03737,2.83723
blk.17.ffn_down_exps.weight,66,Q3_K,Q2_K,0.106,75.91,77,HOT,0.03737,2.837033
blk.28.ffn_down_exps.weight,218,Q3_K,Q2_K,0.106,75.91,77,HOT,0.03737,2.837033
blk.14.ffn_up_exps.weight,94,IQ3_S,Q2_K,0.106,77.37,91,HOT,0.03737,2.836795
blk.27.ffn_up_exps.weight,124,IQ3_S,Q2_K,0.106,77.37,91,HOT,0.03737,2.836795
blk.31.ffn_up_exps.weight,92,IQ3_S,Q2_K,0.106,77.37,91,HOT,0.03737,2.836795
blk.32.ffn_up_exps.weight,175,IQ3_S,Q2_K,0.106,77.27,90,HOT,0.03737,2.83661
blk.19.ffn_down_exps.weight,105,Q3_K,Q2_K,0.106,75.68,75,HOT,0.03738,2.836381
blk.6.ffn_down_exps.weight,12,Q3_K,Q2_K,0.106,75.9,77,HOT,0.03738,2.835856
blk.28.ffn_down_exps.weight,72,Q3_K,Q2_K,0.106,75.9,77,HOT,0.03738,2.835856
blk.22.ffn_down_exps.weight,152,Q3_K,Q2_K,0.106,76.12,79,HOT,0.03738,2.835809
blk.24.ffn_down_exps.weight,51,Q3_K,Q2_K,0.106,76.12,79,HOT,0.03738,2.835809
blk.9.ffn_up_exps.weight,121,IQ3_S,Q2_K,0.106,77.36,91,HOT,0.03739,2.835542
blk.14.ffn_gate_exps.weight,94,IQ3_S,Q2_K,0.106,77.36,91,HOT,0.03739,2.835542
blk.20.ffn_gate_exps.weight,148,IQ3_S,Q2_K,0.106,77.36,91,HOT,0.03739,2.835542
blk.20.ffn_up_exps.weight,148,IQ3_S,Q2_K,0.106,77.36,91,HOT,0.03739,2.835542
blk.27.ffn_gate_exps.weight,124,IQ3_S,Q2_K,0.106,77.36,91,HOT,0.03739,2.835542
blk.18.ffn_down_exps.weight,201,Q3_K,Q2_K,0.106,75.67,75,HOT,0.03739,2.835215
blk.10.ffn_down_exps.weight,79,Q3_K,Q2_K,0.106,75.78,76,HOT,0.0374,2.834887
blk.12.ffn_down_exps.weight,98,Q3_K,Q2_K,0.106,75.78,76,HOT,0.0374,2.834887
blk.21.ffn_down_exps.weight,135,Q3_K,Q2_K,0.106,76.11,79,HOT,0.0374,2.834622
blk.9.ffn_gate_exps.weight,121,IQ3_S,Q2_K,0.106,77.35,91,HOT,0.0374,2.83429
blk.16.ffn_up_exps.weight,179,IQ3_S,Q2_K,0.106,77.35,91,HOT,0.0374,2.83429
blk.18.ffn_up_exps.weight,8,IQ3_S,Q2_K,0.106,77.35,91,HOT,0.0374,2.83429
blk.31.ffn_gate_exps.weight,92,IQ3_S,Q2_K,0.106,77.35,91,HOT,0.0374,2.83429
blk.36.ffn_up_exps.weight,152,IQ3_S,Q2_K,0.106,77.25,90,HOT,0.03741,2.834117
blk.34.ffn_down_exps.weight,16,Q3_K,Q2_K,0.106,76.21,80,HOT,0.03741,2.833581
blk.8.ffn_down_exps.weight,173,Q3_K,Q2_K,0.106,75.99,78,HOT,0.03742,2.833411
blk.21.ffn_down_exps.weight,45,Q3_K,Q2_K,0.106,75.99,78,HOT,0.03742,2.833411
blk.39.ffn_down_exps.weight,117,Q3_K,Q2_K,0.106,76.84,86,HOT,0.03742,2.833283
blk.6.ffn_gate_exps.weight,53,IQ3_S,Q2_K,0.106,77.34,91,HOT,0.03742,2.833039
blk.6.ffn_up_exps.weight,53,IQ3_S,Q2_K,0.106,77.34,91,HOT,0.03742,2.833039
blk.6.ffn_up_exps.weight,62,IQ3_S,Q2_K,0.106,77.34,91,HOT,0.03742,2.833039
blk.11.ffn_up_exps.weight,202,IQ3_S,Q2_K,0.106,77.34,91,HOT,0.03742,2.833039
blk.18.ffn_gate_exps.weight,8,IQ3_S,Q2_K,0.106,77.34,91,HOT,0.03742,2.833039
blk.21.ffn_down_exps.weight,200,Q3_K,Q2_K,0.106,75.65,75,HOT,0.03742,2.832886
blk.25.ffn_down_exps.weight,187,Q3_K,Q2_K,0.106,75.87,77,HOT,0.03743,2.83233
blk.6.ffn_gate_exps.weight,62,IQ3_S,Q2_K,0.106,77.33,91,HOT,0.03744,2.83179
blk.11.ffn_gate_exps.weight,202,IQ3_S,Q2_K,0.106,77.33,91,HOT,0.03744,2.83179
blk.29.ffn_up_exps.weight,97,IQ3_S,Q2_K,0.106,77.33,91,HOT,0.03744,2.83179
blk.36.ffn_down_exps.weight,177,Q3_K,Q2_K,0.106,75.64,75,HOT,0.03744,2.831723
blk.31.ffn_down_exps.weight,186,Q3_K,Q2_K,0.106,75.86,77,HOT,0.03745,2.831157
blk.15.ffn_down_exps.weight,228,Q3_K,Q2_K,0.106,75.97,78,HOT,0.03745,2.831052
blk.29.ffn_down_exps.weight,30,Q3_K,Q2_K,0.106,75.97,78,HOT,0.03745,2.831052
blk.36.ffn_down_exps.weight,110,Q3_K,Q2_K,0.106,75.52,74,HOT,0.03745,2.831028
blk.14.ffn_down_exps.weight,43,Q3_K,Q2_K,0.106,75.17,71,HOT,0.03745,2.830863
blk.16.ffn_gate_exps.weight,179,IQ3_S,Q2_K,0.106,77.32,91,HOT,0.03745,2.830541
blk.22.ffn_up_exps.weight,246,IQ3_S,Q2_K,0.106,77.32,91,HOT,0.03745,2.830541
blk.29.ffn_gate_exps.weight,97,IQ3_S,Q2_K,0.106,77.32,91,HOT,0.03745,2.830541
blk.29.ffn_gate_exps.weight,247,IQ3_S,Q2_K,0.106,77.32,91,HOT,0.03745,2.830541
blk.29.ffn_up_exps.weight,247,IQ3_S,Q2_K,0.106,77.32,91,HOT,0.03745,2.830541
blk.39.ffn_down_exps.weight,115,Q3_K,Q2_K,0.106,76.29,81,HOT,0.03746,2.830259
blk.32.ffn_down_exps.weight,222,Q3_K,Q2_K,0.106,75.74,76,HOT,0.03746,2.830213
blk.2.ffn_down_exps.weight,37,Q3_K,Q2_K,0.106,75.85,77,HOT,0.03746,2.829985
blk.13.ffn_down_exps.weight,211,Q3_K,Q2_K,0.106,75.85,77,HOT,0.03746,2.829985
blk.18.ffn_down_exps.weight,248,Q3_K,Q2_K,0.106,75.62,75,HOT,0.03747,2.8294
blk.35.ffn_gate_exps.weight,25,IQ3_S,Q2_K,0.106,76.91,87,HOT,0.03747,2.829337
